Simulation Time,Red_th,Pie_th,CoDel_th,FqCoDel_th,Cobalt_th,dAQM9_th,dAQM10_th,dAQM11_th
30.5,39.7865,36.9069,44.5428,38.2573,43.1595,30.8503,29.3963,30.6663
30.6,39.7854,36.9072,44.5446,38.1755,43.1377,30.8975,29.309,29.9827
30.7,39.7845,36.9077,44.4877,38.0136,43.1941,30.9236,29.303,29.0123
30.8,39.7764,36.8962,44.5274,37.9047,42.9792,30.98,29.2519,28.2186
30.9,39.7684,36.8963,44.5579,37.742,43.0219,30.9924,29.2907,26.9347
31.0,39.7366,36.8482,44.4819,37.718,43.0762,31.0361,29.2869,25.978
31.1,39.7426,36.7918,44.5105,37.6932,43.0936,31.0792,29.18,25.3779
31.2,39.7336,36.7526,44.3639,37.69,43.1187,31.1009,29.2029,25.429
31.3,39.7173,36.724,44.3848,37.585,43.0272,31.0323,29.2129,25.361
31.4,39.7056,36.6987,44.4343,37.4929,43.0565,30.6369,29.2088,25.3858
31.5,39.7109,36.699,44.4617,37.4953,42.9981,30.7169,29.1694,25.452
31.6,39.6988,36.6993,44.4825,37.4497,43.0037,30.6781,29.1503,25.4972
31.7,39.6956,36.6997,44.5133,37.3415,43.0066,30.6586,29.181,25.1979
31.8,39.6931,36.6807,44.5597,37.324,43.0002,30.7243,29.1083,25.1392
31.9,39.6026,36.6793,44.5834,37.2,43.0269,30.776,29.1218,25.2072
32.0,39.5968,36.5793,44.5926,37.0788,43.053,30.8138,28.9754,25.2939
32.1,39.5803,36.5797,44.5361,37.0333,43.0907,30.8862,28.9286,25.0043
32.2,39.5779,36.58,44.5531,37.0439,43.0355,30.9322,28.8922,25.0836
32.3,39.5817,36.5701,44.5614,37.0252,43.0669,30.9772,28.8437,25.0519
32.4,39.5773,36.5091,44.6145,36.992,43.0791,31.0234,28.8913,25.0941
32.5,39.5753,36.4725,44.6129,36.9565,43.1112,31.0464,28.8428,25.1452
32.6,39.5648,36.417,44.5957,36.9455,43.1121,31.0857,28.8347,25.166
32.7,39.5699,36.3684,44.6569,36.9357,43.1449,31.1347,28.7774,25.2143
32.8,39.5655,36.3208,44.5639,36.9562,43.1257,31.1831,28.7556,25.2402
32.9,39.5599,36.3264,44.6255,36.935,43.1501,31.097,28.7622,25.3203
33.0,39.5368,36.2589,44.6085,36.9075,43.0786,31.1325,28.778,25.283
33.1,39.5203,36.2385,44.5292,36.9029,43.0982,31.1606,28.8334,25.3419
33.2,39.5246,36.2309,44.5561,36.9031,43.1257,31.151,28.8812,25.4219
33.3,39.5117,36.2141,44.5963,36.8461,43.0891,31.0953,28.8244,25.4715
33.4,39.5021,36.2126,44.5816,36.8464,43.1195,30.968,28.8521,25.5171
33.5,39.5013,36.2216,44.6113,36.7982,42.9527,30.9011,28.9014,25.5133
33.6,39.501,36.2235,44.5326,36.754,42.9449,30.8369,28.787,25.5882
33.7,39.4987,36.2127,44.5175,36.6902,42.8763,30.8541,28.8117,25.6326
33.8,39.4928,36.2116,44.3678,36.5937,42.8431,30.8238,28.7979,25.699
33.9,39.4859,36.1819,44.2615,36.5258,42.8747,30.7384,28.846,25.7701
34.0,39.4845,36.089,44.297,36.4971,42.8847,30.6414,28.6954,25.8417
34.1,39.4107,36.084,44.3289,36.4962,42.897,30.6091,28.7391,25.9007
34.2,39.4122,36.0586,44.1226,36.446,42.8976,30.55,28.7137,25.9311
34.3,39.3993,36.0211,44.0349,36.4009,42.8874,30.5081,28.6758,25.5719
34.4,39.3971,35.9648,44.0558,36.3936,42.8924,30.4854,28.7006,25.6205
34.5,39.3935,35.9681,43.667,36.4153,42.8977,30.3954,28.7492,25.6502
34.6,39.3864,35.9695,43.5202,36.4474,42.9165,30.3601,28.7061,25.6361
34.7,39.3829,35.9503,43.5122,36.441,42.9632,30.3277,28.5836,25.6831
34.8,39.3745,35.9398,43.5367,36.4053,42.967,30.3153,28.5086,25.701
34.9,39.379,35.9325,43.6049,36.4273,43.0001,30.3067,28.5335,25.7382
35.0,39.3655,35.8448,43.6073,36.4235,43.0151,30.2293,28.4511,25.7498
35.1,39.3568,35.8014,43.6082,36.4096,42.9986,30.1803,28.3984,25.7994
35.2,39.3454,35.8027,43.606,36.3885,42.9743,30.1974,28.2234,25.8346
35.3,39.3419,35.7872,43.6376,36.3719,42.8779,30.0699,28.2694,25.898
35.4,39.3333,35.7872,43.6774,36.3787,42.8741,30.058,28.2466,25.9628
35.5,39.339,35.7346,43.671,36.3745,42.9267,29.9459,28.1971,25.9264
35.6,39.3325,35.6741,43.6887,36.2716,42.9039,29.9575,28.1064,25.5355
35.7,39.3323,35.6745,43.6919,36.2716,42.9062,29.948,28.1393,25.5362
35.8,39.3337,35.6585,43.6875,36.2518,42.8868,29.9262,28.1356,25.6054
35.9,39.3238,35.649,43.7118,36.2347,42.7852,29.8909,28.1529,25.5765
36.0,39.316,35.6177,43.7579,36.2304,42.8127,29.6549,28.0515,25.5263
36.1,39.3098,35.6156,43.6767,36.2601,42.8239,29.6726,27.8553,25.4844
36.2,39.297,35.5967,43.697,36.2886,42.8209,29.6702,27.8452,25.536
36.3,39.2989,35.5709,43.6616,36.3209,42.84,29.6756,27.8805,25.5919
36.4,39.2766,35.5594,43.7088,36.3316,42.8039,29.6513,27.8845,25.6309
36.5,39.2674,35.5613,43.719,36.3329,42.8443,29.4453,27.8349,25.6968
36.6,39.2681,35.4736,43.7085,36.3247,42.8525,29.3221,27.88,25.6891
36.7,39.2569,35.4738,43.5724,36.3367,42.8732,29.3382,27.9218,25.6871
36.8,39.239,35.4749,43.5889,36.3541,42.8946,29.2771,27.9543,25.777
36.9,39.1842,35.475,43.6123,36.2769,42.9141,29.264,27.8967,25.7702
37.0,39.1771,35.476,43.566,36.2752,42.955,29.1915,27.9171,25.7185
37.1,39.1702,35.4655,43.5924,36.3217,42.9774,29.1908,27.9841,25.7177
37.2,39.1728,35.4694,43.5775,36.3443,42.9969,29.1641,27.9337,25.7841
37.3,39.1672,35.4504,43.5986,36.2822,42.9903,29.2006,27.9664,25.7624
37.4,39.1587,35.393,43.665,36.3054,43.0008,29.2271,28.0193,25.7363
37.5,39.1552,35.3837,43.6597,36.3001,42.9619,29.2333,28.0648,25.757
37.6,39.1546,35.3721,43.6716,36.351,42.9515,29.1518,28.0888,25.7439
37.7,39.1444,35.3539,43.6714,36.3462,42.9033,29.1554,28.0718,25.8066
37.8,39.1483,35.3604,43.7147,36.304,42.9251,29.1315,28.0386,25.8565
37.9,39.151,35.3096,43.7464,36.2917,42.958,29.0928,28.0767,25.8398
38.0,39.1479,35.3046,43.7416,36.2857,42.9743,29.0488,28.1215,25.8946
38.1,39.1174,35.3108,43.7468,36.2909,43.003,28.9941,28.1771,25.9412
38.2,39.1145,35.3025,43.7426,36.3255,43.0371,28.9516,28.2169,25.9854
38.3,39.0207,35.3058,43.7537,36.2794,43.0047,28.7908,28.2744,25.9938
38.4,39.0224,35.276,43.7557,36.2876,42.9788,28.6855,28.211,25.9817
38.5,39.0253,35.25,43.7277,36.3153,43.005,28.6529,28.254,26.0236
38.6,39.027,35.2549,43.7246,36.3616,42.9966,28.6572,28.3015,26.0296
38.7,39.0152,35.2591,43.7232,36.3004,43.0251,28.6787,28.2175,26.0375
38.8,39.0165,35.2592,43.7701,36.3454,43.0456,28.6613,28.2654,26.1068
38.9,39.0128,34.7508,43.7655,36.329,43.0603,28.5849,28.3029,26.1576
39.0,39.0087,34.2823,43.7831,36.331,43.0985,28.5925,28.3559,26.164
39.1,39.0041,34.2775,43.8123,36.3105,43.0848,28.6004,28.3934,26.186
39.2,39.0047,34.2283,43.8186,36.2819,43.0236,28.5223,28.2969,26.238
39.3,39.0049,33.2601,43.838,36.2355,43.0484,28.4585,28.3222,26.2895
39.4,38.9989,32.852,43.8481,36.2358,43.0729,28.4778,28.2893,25.9925
39.5,38.9964,32.8474,43.8276,36.2016,43.074,28.4118,28.3252,25.686
39.6,38.9959,32.79,43.8243,36.1818,43.1088,28.268,28.3451,25.6032
39.7,38.9837,32.7885,43.4376,36.1059,43.1392,28.1931,28.3934,25.6341
39.8,38.9822,32.8006,43.4115,36.1392,43.1747,28.1727,28.4102,25.6768
39.9,38.981,32.8159,43.4405,36.1688,43.13,28.182,28.4696,25.7488
40.0,38.9852,32.8101,43.4589,36.1767,43.1167,28.0356,28.4893,25.8118
40.1,38.9828,32.8254,43.4962,36.1498,43.0971,27.9816,28.5297,25.8252
40.2,38.9843,31.8888,43.469,36.1738,42.9813,28.049,28.5711,25.8545
40.3,38.978,31.8954,43.457,36.2116,42.9906,28.0949,28.602,25.9267
40.4,38.974,31.4444,43.4508,36.2148,42.991,28.1023,28.6341,25.9933
40.5,38.9764,30.4177,43.4759,36.2457,43.0339,28.1127,28.6672,26.0258
40.6,38.9128,29.942,43.3515,36.2117,43.0333,28.1203,28.676,26.0867
40.7,38.9105,29.967,43.3189,36.1226,43.0163,27.9968,28.6562,26.1606
40.8,38.9096,28.6909,43.3265,36.1283,43.0215,28.0581,28.6826,26.206
40.9,38.909,27.7341,43.3528,36.1001,42.9961,28.0633,28.726,26.1752
41.0,38.9011,27.7659,43.3276,36.0846,43.0268,28.0739,28.7944,26.1939
41.1,38.9041,27.7687,43.3371,36.0755,43.0474,28.0468,28.8141,26.2387
41.2,38.8961,27.3398,43.3534,36.0156,43.0671,28.092,28.8562,26.1681
41.3,38.8984,26.0667,43.3818,36.0325,43.0814,28.1458,28.8487,26.2306
41.4,38.8983,25.6597,43.3778,36.0425,42.8733,28.2154,28.8749,26.2913
41.5,38.8862,25.2435,43.3831,36.0988,42.8983,28.2314,28.8762,26.3684
41.6,38.8869,24.368,43.3898,36.1222,42.9287,28.2312,28.8707,26.4005
41.7,38.8885,23.5663,43.3752,36.1037,42.9162,27.9879,28.8809,26.4502
41.8,38.8808,23.1609,43.3908,36.0959,42.9393,27.8802,28.9202,26.5199
41.9,38.8775,22.7387,43.4042,36.121,42.9606,27.8749,28.9566,26.5701
42.0,38.8755,21.9571,43.4344,36.1039,42.9943,27.8984,28.9946,26.6092
42.1,38.8725,22.04,43.4402,36.1057,42.9196,27.8256,29.0223,26.6637
42.2,38.8725,22.1179,43.4381,36.1326,42.9556,27.8771,29.0527,26.2662
42.3,38.8651,22.1791,43.4604,36.1113,42.9403,27.9222,29.1071,26.2634
42.4,38.8546,22.2573,43.4723,36.0938,42.9461,27.7746,29.1287,26.3286
42.5,38.851,22.3344,43.4744,36.1097,42.9258,27.7538,29.1304,26.3806
42.6,38.8456,22.4072,43.4234,36.0824,42.9091,27.745,29.1575,26.418
42.7,38.847,22.4857,43.4093,36.0562,42.9322,27.7096,29.1184,26.4604
42.8,38.8441,22.5531,43.417,36.0673,42.9036,27.4319,29.1661,26.5249
42.9,38.8374,22.5758,43.4475,36.0893,42.936,27.4709,29.1704,26.5705
43.0,38.8287,22.6574,43.4657,36.003,42.9859,27.5307,29.1125,26.6311
43.1,38.8233,22.7416,43.4654,36.0295,42.922,27.537,29.059,26.5898
43.2,38.8214,22.8184,43.4901,35.9929,42.9438,27.5298,29.0789,26.5913
43.3,38.8002,22.8716,43.5144,35.9484,42.9588,27.5772,29.0709,26.6434
43.4,38.8004,22.9372,43.5417,35.951,42.9836,27.3766,29.1162,26.6951
43.5,38.7902,23.0179,43.4409,35.9354,43.0024,27.3948,29.1543,26.7433
43.6,38.7835,23.0809,43.4764,35.9118,42.9709,27.2796,29.1795,26.7866
43.7,38.7805,23.1733,43.451,35.9497,42.9854,27.3295,29.187,26.8606
43.8,38.7812,23.2475,43.4527,35.9655,42.9766,27.3017,29.1403,26.9064
43.9,38.7857,23.2697,43.4761,35.9757,42.989,27.3039,29.1451,26.953
44.0,38.7772,23.3284,43.4776,35.9443,42.9666,27.3411,29.0605,27.0085
44.1,38.7742,23.3702,43.5074,35.8993,42.9592,27.3847,29.1061,27.0832
44.2,38.7714,23.0392,43.4497,35.927,42.9581,27.3073,29.0688,27.1188
44.3,38.7605,23.1196,43.4292,35.9647,42.8801,27.319,29.1266,27.183
44.4,38.7603,23.1632,43.4164,35.9518,42.8887,27.2539,29.0939,27.1998
44.5,38.7625,23.1978,43.4377,35.9825,42.9018,27.268,29.1207,27.2654
44.6,38.7621,23.2686,43.4552,35.9553,42.9062,27.3309,29.1659,27.3055
44.7,38.752,22.8982,43.4791,35.9302,42.9118,27.3449,29.1834,27.3592
44.8,38.7486,22.985,43.499,35.9565,42.9163,27.3653,29.1977,27.408
44.9,38.7466,23.0585,43.5186,35.9648,42.9415,27.3924,29.2407,27.4533
45.0,38.745,23.1294,43.4863,35.9724,42.9522,27.3638,29.0992,27.4982
45.1,38.7434,23.1707,43.4967,35.9382,42.9706,27.3642,29.1375,27.4844
45.2,38.7417,23.2383,43.5228,35.9411,42.8696,27.3749,28.9696,27.5518
45.3,38.7381,23.2913,43.5363,35.9306,42.8989,27.3705,28.9913,27.5179
45.4,38.7358,23.3506,43.5443,35.9406,42.9016,27.3725,29.0108,27.5211
45.5,38.7328,23.4181,43.5466,35.9279,42.8979,27.3058,29.0525,27.5735
45.6,38.7282,23.4599,43.5448,35.9207,42.9026,27.2628,29.1009,27.6284
45.7,38.7221,23.5134,43.5103,35.9233,42.8835,27.264,29.1328,27.6372
45.8,38.7239,23.5712,43.543,35.9053,42.9211,27.2692,29.1573,27.6855
45.9,38.7125,23.5962,43.5492,35.8956,42.9469,27.0834,29.2103,27.6976
46.0,38.7118,23.651,43.5535,35.8904,42.9528,27.1292,29.2032,27.7383
46.1,38.7055,23.6968,43.5053,35.8986,42.9347,27.0977,29.1865,27.7598
46.2,38.7107,23.7582,43.5043,35.8929,42.9501,27.1149,29.1779,27.7807
46.3,38.7101,23.7969,43.5322,35.8406,42.9227,27.119,29.1579,27.8084
46.4,38.7128,23.8488,43.5268,35.8597,42.9197,27.1079,29.209,27.829
46.5,38.7127,23.9032,43.5511,35.8688,42.9269,27.0429,29.2079,27.8195
46.6,38.7079,23.9301,43.547,35.8513,42.9255,27.0713,29.1559,27.8702
46.7,38.7079,23.9836,43.5471,35.8079,42.9229,27.0376,29.1268,27.9288
46.8,38.687,24.0545,43.564,35.8131,42.9282,27.084,29.0285,27.9281
46.9,38.6869,24.0954,43.5653,35.8226,42.9537,27.0825,29.0538,27.8853
47.0,38.6892,24.1312,43.6006,35.8322,42.9079,27.0936,29.0598,27.9405
47.1,38.6681,23.6123,43.4718,35.7636,42.8929,27.1405,29.0394,27.9907
47.2,38.6705,23.5765,43.3696,35.7666,42.8954,27.1796,29.0045,28.0299
47.3,38.666,23.6186,43.3431,35.7367,42.92,27.1865,29.03,28.0628
47.4,38.659,23.6536,43.3532,35.7442,42.9259,27.2249,29.0084,28.1024
47.5,38.6319,23.7089,43.2935,35.6291,42.8409,27.2116,29.0403,28.1572
47.6,38.6192,23.7445,43.3094,35.596,42.846,27.2216,29.0828,28.2102
47.7,38.6214,23.3578,43.3155,35.6011,42.8561,27.2545,29.0906,28.2568
47.8,38.6206,22.9958,43.2827,35.6248,42.8711,27.2098,29.1121,28.3055
47.9,38.6195,23.0642,43.3094,35.6294,42.8867,27.2279,29.1618,28.3597
48.0,38.6157,23.1036,43.3165,35.656,42.9009,27.2907,29.1915,28.405
48.1,38.6052,23.1714,43.2541,35.6708,42.9317,27.3225,29.2518,28.4211
48.2,38.6034,23.1938,43.2447,35.6465,42.9036,27.376,29.2529,28.365
48.3,38.6062,23.2637,43.2373,35.6549,42.9163,27.4211,29.2661,28.4142
48.4,38.5999,23.2937,43.234,35.6317,42.9301,27.4558,29.2924,28.4362
48.5,38.6012,23.3411,43.2079,35.6105,42.9044,27.4884,29.3194,28.4805
48.6,38.593,23.3913,43.207,35.5802,42.883,27.4574,29.3692,28.5132
48.7,38.5919,23.3546,43.1506,35.5248,42.9026,27.482,29.3716,28.5653
48.8,38.5938,22.8862,43.1744,35.5138,42.8612,27.4215,29.4068,28.6125
48.9,38.5917,22.4535,43.1966,35.4775,42.8417,27.2982,29.4227,28.6317
49.0,38.5874,22.5029,43.2059,35.4972,42.7637,27.3264,29.4573,28.6651
49.1,38.5878,22.03,43.2125,35.4868,42.7545,27.3552,29.5052,28.7083
49.2,38.5838,22.0838,43.2265,35.5352,42.731,27.3795,29.5447,28.7586
49.3,38.5819,22.1374,43.2045,35.509,42.735,27.3989,29.5672,28.7812
49.4,38.5699,22.1456,43.1874,35.5157,42.7194,27.4292,29.5969,28.8414
49.5,38.5617,22.2122,43.2088,35.5128,42.7306,27.4589,29.3679,28.8371
49.6,38.5605,22.2462,43.2149,35.4853,42.7254,27.5109,29.4132,28.8773
49.7,38.5617,22.2638,43.2011,35.5181,42.6763,27.5152,29.4452,28.9244
49.8,38.5648,22.3133,43.2135,35.5139,42.6842,27.5454,29.4933,28.7411
49.9,38.5641,22.3573,43.0949,35.4779,42.7022,27.5628,29.5402,28.7966
50.0,38.5627,22.3527,43.1152,35.4667,42.7395,27.5856,29.5085,28.8349
50.1,38.5626,22.3895,43.1345,35.4585,42.7574,27.6234,29.5094,28.6097
50.2,38.5601,22.4143,43.1223,35.474,42.7627,27.6468,29.5475,28.6545
50.3,38.562,22.4268,43.1282,35.4793,42.698,27.6903,29.581,28.705
50.4,38.5577,22.4391,42.3666,35.459,42.6871,27.7263,29.5941,28.7552
50.5,38.5484,22.4408,42.3845,35.4486,42.6783,27.7209,29.625,28.8008
50.6,38.5465,22.4808,42.399,35.4046,42.6565,27.7081,29.6594,28.829
50.7,38.5434,22.5114,42.3576,35.3936,42.6695,27.7349,29.6948,28.8647
50.8,38.5278,22.5539,42.3341,35.3819,42.6827,27.7692,29.7175,28.8843
50.9,38.52,22.595,42.35,35.369,42.6936,27.7912,29.7578,28.8999
51.0,38.5199,22.6376,42.2949,35.3754,42.7044,27.8255,29.7756,28.9458
51.1,38.5203,22.6435,42.3223,35.3292,42.7199,27.8413,29.7987,28.9752
51.2,38.515,22.6374,42.316,35.3277,42.7164,27.837,29.8375,29.0136
51.3,38.5121,22.6719,42.3292,35.3544,42.733,27.8613,29.8668,29.0726
51.4,38.5029,22.7021,42.2874,35.3429,42.7332,27.8779,29.9031,29.1156
51.5,38.5035,22.7094,42.3019,35.3456,42.7452,27.8778,29.9229,29.139
51.6,37.9826,22.695,42.2805,35.3382,42.7513,27.8716,29.9383,29.1781
51.7,37.9857,22.6894,42.285,35.3332,42.7811,27.8666,29.8355,29.2251
51.8,37.9805,22.7399,42.2899,35.3599,42.8038,27.8517,29.8682,29.2503
51.9,37.9826,22.7067,42.2964,35.3521,42.7818,27.7949,29.9012,29.2808
52.0,37.981,22.6895,42.3161,35.3757,42.7828,27.8119,29.9201,29.3155
52.1,37.9797,22.7292,42.2473,35.342,42.7363,27.8327,29.9512,29.3406
52.2,37.981,22.7714,42.2761,34.7742,42.7307,27.6241,29.9838,29.0769
52.3,37.9662,22.8166,42.2819,34.778,42.7475,27.5177,29.9934,29.1113
52.4,37.9659,22.7843,42.3012,34.7424,42.7198,27.5519,30.021,29.1438
52.5,37.4955,22.8328,42.2456,34.7077,42.7256,27.5636,30.0441,29.1886
52.6,36.5676,22.8679,42.2691,34.6677,42.7371,27.5972,30.0889,29.243
52.7,36.5502,22.9172,42.2348,34.7194,42.7345,27.5834,30.1137,29.2707
52.8,36.5592,22.9439,42.2369,34.6803,42.7544,27.6103,30.1144,29.3137
52.9,36.5653,22.9829,42.233,34.6907,42.7635,27.6304,30.1263,29.3507
53.0,36.5659,23.0084,42.2502,34.7097,42.776,27.5758,30.1634,29.3908
53.1,36.1422,23.0138,42.2607,34.7065,42.7903,27.6137,30.2118,29.419
53.2,35.6546,23.0548,42.2673,34.6394,42.7954,27.6011,30.244,29.4525
53.3,35.6556,23.0979,42.2948,34.6759,42.8048,27.5937,30.2543,29.4957
53.4,35.206,23.1489,42.2937,34.6959,42.7982,27.6174,30.3007,29.5144
53.5,35.2101,23.1602,42.2716,34.6326,42.824,27.6102,30.306,29.5445
53.6,35.2138,23.1296,42.2748,34.6311,42.8201,27.6404,30.2867,29.5843
53.7,34.2847,23.147,42.2931,34.6522,42.8249,27.6215,30.3053,29.6118
53.8,34.2927,23.2001,42.3105,34.6491,42.812,27.6069,30.332,29.6474
53.9,34.2974,23.2405,42.3182,34.6429,42.8379,27.6279,30.3541,29.6536
54.0,32.9805,23.2737,42.3207,34.5941,42.8439,27.6283,30.3752,29.6809
54.1,32.494,23.3196,42.3328,34.5833,42.834,27.6468,30.4189,29.7166
54.2,32.0993,23.3615,42.3328,34.5955,42.8493,27.6711,30.4281,29.7508
54.3,32.1025,23.3923,42.353,34.5783,42.8094,27.7032,30.4585,29.7972
54.4,31.6236,23.418,42.3419,34.5838,42.8068,27.7365,30.4631,29.7234
54.5,31.629,23.4558,42.361,34.6038,42.8203,27.6019,30.5,29.7648
54.6,30.214,23.4807,42.348,34.5893,42.8502,27.6156,30.5386,29.7998
54.7,29.7093,23.4922,42.3764,34.5922,42.8579,27.6134,30.5794,29.7717
54.8,28.8922,23.5383,42.3844,34.5358,42.8648,27.6258,30.5863,29.7882
54.9,28.4645,23.5707,42.3861,34.5159,42.8753,27.6537,30.6134,29.7933
55.0,28.0542,23.6135,42.3845,34.4982,42.8877,27.6585,30.6311,29.7913
55.1,28.0725,23.6154,42.3945,34.4589,42.873,27.6191,30.6335,29.8319
55.2,27.5946,23.6584,42.3891,34.4653,42.8814,27.655,30.6363,29.8534
55.3,27.5825,23.6786,42.3811,34.485,42.9081,27.6918,30.6739,29.8772
55.4,26.1914,23.7199,42.3896,34.4657,42.7718,27.7118,30.685,29.9175
55.5,25.7834,23.7546,42.4077,34.4536,42.7706,27.706,30.7103,29.9377
55.6,24.8782,23.7828,42.4187,34.4613,42.8024,27.7466,30.7525,29.974
55.7,24.8938,23.8161,42.3916,34.4672,42.7955,27.7785,30.7888,30.0144
55.8,23.5168,23.8348,42.4071,34.4525,42.7877,27.773,30.7869,30.0486
55.9,22.7408,23.8396,42.3916,34.4328,42.7659,27.745,30.7854,30.0775
56.0,22.7643,23.882,42.3908,34.421,42.7829,27.7368,30.8003,30.1026
56.1,21.8909,23.9245,42.3858,34.4042,42.7877,27.7406,30.842,30.0621
56.2,21.8992,23.9642,42.3998,34.3805,42.7807,27.7563,30.8811,30.1054
56.3,20.0982,24.0065,42.3663,34.3845,42.7707,27.7477,30.9146,30.1261
56.4,20.1278,24.0365,42.3707,34.3759,42.7627,27.7069,30.947,30.1496
56.5,19.1752,24.017,42.3976,34.365,42.7911,27.7071,30.956,30.1817
56.6,17.8692,24.0381,42.3054,34.3787,42.7667,27.7324,30.9823,30.2209
56.7,17.4679,24.0593,42.3143,34.365,42.7588,27.7396,30.9864,30.2537
56.8,16.6785,24.1003,42.3163,34.3681,42.7588,27.7239,30.9936,30.2808
56.9,16.3216,24.1106,42.3291,34.331,42.7286,27.7435,30.8801,30.3309
57.0,16.3719,24.1155,42.3363,34.3,42.7359,27.7412,30.8931,30.3546
57.1,16.4079,24.1503,42.3374,34.294,42.7241,27.7549,30.9067,30.4014
57.2,16.4336,24.181,42.3247,34.2809,42.7578,27.7911,30.9301,30.4407
57.3,16.0743,24.2187,42.3477,34.2729,42.7531,27.8074,30.9682,30.467
57.4,16.1065,24.2318,42.3515,34.2422,42.7311,27.8044,30.9896,30.5055
57.5,16.139,24.2691,42.3639,34.2382,42.7384,27.8405,31.0211,30.5376
57.6,16.1628,24.3103,42.3524,34.2525,42.7442,27.866,31.0435,30.568
57.7,16.192,24.3473,42.3624,34.2539,42.7545,27.8502,31.0745,30.6082
57.8,16.2134,24.3855,42.3518,34.2549,42.7623,27.8414,31.0926,30.6346
57.9,16.2384,24.4147,42.3514,34.2357,42.778,27.8078,31.0734,30.6635
58.0,16.2607,24.4491,42.3649,34.2225,42.7619,27.8201,31.1209,30.6978
58.1,16.2859,24.4203,42.3728,34.2314,42.7367,27.8329,31.148,30.7341
58.2,16.3134,24.4581,42.3727,34.2202,42.7555,27.8171,31.1759,30.7685
58.3,16.3469,24.4884,42.3775,34.2131,42.6393,27.8471,31.1708,30.8
58.4,16.3477,24.5064,42.3828,34.2054,42.6512,27.8515,31.1886,30.8242
58.5,16.3958,24.5364,42.4047,34.2088,42.6417,27.8519,31.2267,30.8225
58.6,16.4337,24.5789,42.3961,34.1948,42.6463,27.8803,31.1867,30.8504
58.7,16.4843,24.6176,42.4146,34.1792,42.6561,27.8881,31.2187,30.8672
58.8,16.5151,24.657,42.3937,34.1555,42.6403,27.7827,31.2487,30.896
58.9,16.5483,24.6794,42.3637,34.1445,42.6421,27.8151,31.2728,30.9308
59.0,16.5699,24.7261,42.3728,34.1637,42.6486,27.8208,31.2943,30.9542
59.1,16.6054,24.7569,42.3909,34.1808,42.6175,27.8473,31.3312,30.9774
59.2,16.6354,24.7863,42.3883,34.1827,42.621,27.8201,31.3562,30.8865
59.3,16.6397,24.8155,42.3887,34.1797,42.596,27.8369,31.3974,30.9056
59.4,16.6736,24.846,42.4149,34.1912,42.5921,27.8447,31.4236,30.9451
59.5,16.7155,24.8768,42.4046,34.1619,42.6062,27.8639,31.4522,30.9753
59.6,16.7444,24.889,42.4217,34.1739,42.5975,27.8399,31.4467,31.005
59.7,16.7808,24.9291,42.4335,34.154,42.6184,27.8687,31.4442,31.0476
59.8,16.8301,24.959,42.439,34.1822,42.5707,27.8927,31.4642,31.0822
59.9,16.8777,25.0001,42.4464,34.1688,42.6008,27.9046,31.4742,31.097
60.0,16.9222,25.0302,42.4607,34.1552,42.6087,27.9192,31.5053,31.1282
60.1,16.9628,25.0631,42.4668,34.124,42.5907,27.9259,31.5344,31.1697
60.2,16.9903,25.092,42.4014,34.1246,42.6015,27.9358,31.5706,31.1893
60.3,17.0173,25.1354,42.3861,34.0972,42.6252,27.9377,31.6027,31.217
60.4,17.055,25.1754,42.3768,34.0963,42.6242,27.9428,31.6303,31.2304
60.5,17.0796,25.2191,42.3795,34.1213,42.6171,27.967,31.6671,31.24
60.6,17.0807,25.2342,42.3904,34.1342,42.6426,27.949,31.679,31.2788
60.7,17.1072,25.2706,42.4073,34.0776,42.6509,27.9508,31.7071,31.3204
60.8,17.1336,25.3052,42.3777,34.1028,42.6496,27.9648,31.7202,31.3513
60.9,17.1552,25.3266,42.3818,34.0974,42.6533,27.9487,31.7382,31.3832
